ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct,TARGET
27842,0,0,0,2,1.0,5,313,37,0,0,0,1.0,2369.0,2800.0,4.0,2,0,1.0,1.0,0.8461,0.0,2,0,3,0.1429,0,1,0.0,0
78541,0,0,0,1,1.0,1,138,2,1,2,2,4.0,9849.0,13241.0,6.0,0,0,2.0,3.0,0.7438,0.5714,0,0,0,0.5714,0,0,0.5,1
125936,3,3,0,7,1.0,3,269,9,0,1,2,2.0,8366.0,8903.0,4.0,0,0,1.0,1.0,0.9397,0.8,0,0,0,0.4,2,0,1.0,0
25608,3,2,1,4,1.0,7,128,17,0,0,1,3.0,8286.0,11150.0,3.0,4,1,1.0,2.0,0.7431,0.1111,0,1,4,0.3333,3,1,0.3333,1
116561,5,3,0,9,0.0,12,120,14,0,0,3,2.0,5011.0,6644.0,11.0,0,0,1.0,1.0,0.7542,0.3636,2,2,4,0.1818,3,3,1.5,0
19489,1,0,0,5,0.0,10,147,7,0,3,3,10.0,30300.0,58052.0,18.0,4,4,2.0,2.0,0.5219,0.2273,3,7,8,0.4545,7,7,0.3,0
108704,1,1,0,1,1.0,1,213,30,0,0,0,,,,1.0,0,0,,,,0.0,2,0,2,,1,1,,0
22235,0,0,0,1,3.0,4,136,3,1,2,4,4.0,15816.0,22340.0,10.0,0,0,2.0,3.0,0.708,0.7273,0,0,0,0.3636,0,0,1.0,0
34289,2,2,0,5,1.0,1,44,10,0,1,2,2.0,3584.0,3000.0,2.0,1,1,1.0,1.0,1.1947,0.3333,0,1,1,0.6667,1,1,1.0,1
27402,3,3,0,8,0.0,3,121,14,0,0,1,3.0,102.0,1869.0,2.0,1,1,0.0,0.0,0.0546,0.6667,0,1,1,1.0,3,1,0.3333,0
76175,0,0,0,0,,0,73,3,1,3,7,12.0,14512.0,38306.0,15.0,0,0,1.0,4.0,0.3788,0.8824,0,0,0,0.7059,0,0,0.5833,0
99463,2,2,0,4,1.0,2,107,5,0,2,4,10.0,39166.0,45692.0,19.0,0,0,6.0,8.0,0.8572,0.7,0,0,0,0.5,2,0,0.4,0
52548,0,0,0,0,13.0,0,204,20,0,0,5,11.0,36089.0,41353.0,14.0,0,0,8.0,8.0,0.8727,0.8,0,1,1,0.7333,1,1,0.4545,0
15017,0,0,0,3,0.0,1,155,5,0,8,17,15.0,34284.0,39029.0,27.0,0,0,9.0,9.0,0.8784,0.697,0,1,1,0.4545,1,1,1.1333,0
59565,0,0,0,6,0.0,11,170,2,1,2,6,13.0,39749.0,73193.0,28.0,0,0,7.0,8.0,0.5431,0.5152,0,0,2,0.3939,0,0,0.4615,0
15900,0,0,0,6,1.0,4,316,9,0,2,3,9.0,52717.0,101064.0,15.0,0,0,1.0,1.0,0.5216,0.8667,0,0,0,0.6,0,0,0.3333,0
79212,0,0,0,1,1.0,2,276,4,0,3,3,5.0,33469.0,57212.0,13.0,0,0,2.0,3.0,0.585,0.4286,0,0,3,0.3571,0,0,0.6,0
57635,0,0,0,2,1.0,1,134,12,0,1,3,3.0,6453.0,7500.0,9.0,0,0,2.0,2.0,0.8604,0.7273,0,0,0,0.2727,0,0,1.0,0
20979,0,0,0,1,1.0,0,253,2,1,5,9,21.0,32661.0,61676.0,34.0,0,0,6.0,8.0,0.5296,0.6154,0,0,0,0.5385,0,0,0.4286,0
125930,0,0,0,1,5.0,5,165,7,0,3,4,7.0,11126.0,17244.0,17.0,2,0,2.0,2.0,0.6452,0.6,0,0,4,0.35,0,0,0.5714,0
20212,1,0,1,5,0.0,4,125,2,1,2,6,6.0,18299.0,25671.0,10.0,0,0,4.0,5.0,0.7128,0.4545,3,0,0,0.5455,0,0,1.0,1
52734,0,0,0,0,20.0,2,106,20,0,0,1,6.0,38505.0,53727.0,13.0,0,0,1.0,4.0,0.7167,0.0769,3,0,2,0.4615,0,1,0.1667,1
80490,2,2,0,1,1.0,0,101,17,0,0,2,10.0,17117.0,20839.0,2.0,5,2,6.0,7.0,0.8214,0.1667,3,2,5,0.8333,4,5,0.2,0
7669,0,0,0,5,1.0,3,216,8,0,2,2,19.0,72107.0,82531.0,30.0,0,0,11.0,12.0,0.8737,0.7333,0,0,0,0.6333,0,0,0.1053,1
63766,0,0,0,6,1.0,5,124,15,0,0,2,3.0,1022.0,1128.0,5.0,2,0,2.0,2.0,0.906,0.375,0,0,2,0.375,0,0,0.6667,0
24229,1,0,1,7,2.0,6,91,4,0,3,4,5.0,45257.0,45899.0,5.0,2,1,3.0,3.0,0.986,0.5,0,1,2,0.625,1,1,0.8,0
89325,0,0,0,9,1.0,13,223,9,0,2,8,26.0,113379.0,143941.0,43.0,0,0,5.0,5.0,0.7877,0.7755,1,0,0,0.5306,0,0,0.3077,0
13327,0,0,0,3,1.0,3,236,8,0,1,5,10.0,64002.0,72931.0,19.0,0,0,7.0,7.0,0.8776,0.6957,0,0,0,0.4348,0,0,0.5,0
86250,3,2,1,12,0.0,14,185,4,0,6,7,7.0,30006.0,34933.0,14.0,12,1,4.0,4.0,0.859,0.3929,0,1,13,0.25,1,1,1.0,0
109011,2,2,0,6,0.0,6,143,2,2,7,12,15.0,22423.0,34757.0,24.0,2,1,8.0,9.0,0.6451,0.5,3,2,5,0.5,4,4,0.8,1
83047,2,2,0,0,24.0,1,149,12,0,1,3,5.0,20008.0,29501.0,6.0,0,0,2.0,3.0,0.6782,1.0,0,0,0,0.8333,0,0,0.6,0
